customer_id_encoded,product_title_encoded,product_type_encoded
1019,"[19, 129]","[4, 6]"
1020,"[129, 100]","[6, 4]"
1021,"[28, 129, 39, 133, 129]","[4, 6, 4, 4, 6]"
1022,"[76, 129]","[2, 6]"
1023,"[129, 104]","[6, 4]"
1024,"[23, 129, 127]","[4, 6, 4]"
1025,"[129, 37]","[6, 4]"
1026,"[129, 128]","[6, 4]"
1027,"[129, 89]","[6, 2]"
1028,"[133, 129]","[4, 6]"
1029,"[66, 133, 129]","[4, 4, 6]"
1030,"[108, 129]","[4, 6]"
1031,"[133, 28, 129, 127, 129]","[4, 4, 6, 4, 6]"
1032,"[129, 97, 101, 68, 17, 129, 128, 129]","[6, 2, 4, 4, 4, 6, 4, 6]"
1033,"[129, 19, 124, 129]","[6, 4, 4, 6]"
1034,"[129, 133, 114]","[6, 4, 4]"
1035,"[129, 28]","[6, 4]"
1036,"[129, 114, 28]","[6, 4, 4]"
1037,"[127, 129, 66, 135, 129, 126]","[4, 6, 4, 6, 6, 2]"
1038,"[138, 129, 66, 129, 53]","[2, 6, 4, 6, 2]"
1039,"[127, 97, 129]","[4, 2, 6]"
1040,"[138, 129, 16]","[2, 6, 2]"
1041,"[129, 80]","[6, 4]"
1042,"[138, 128, 129]","[2, 4, 6]"
1043,"[66, 129, 4, 129]","[4, 6, 4, 6]"
1044,"[129, 129, 80]","[6, 6, 4]"
1045,"[129, 66, 128]","[6, 4, 4]"
1046,"[39, 129]","[4, 6]"
1047,"[138, 129]","[2, 6]"
1048,"[129, 139, 133]","[6, 4, 4]"
1049,"[129, 19, 139]","[6, 4, 4]"
1050,"[127, 129, 127, 129]","[4, 6, 4, 6]"
1051,"[129, 13, 33, 129, 112, 129, 30, 54, 104, 129, 91, 129]","[6, 2, 2, 6, 2, 6, 2, 6, 4, 6, 2, 6]"
1052,"[133, 129]","[4, 6]"
1053,"[128, 131, 129, 129, 23, 59, 129, 114, 28, 127, 23, 128, 104, 114, 127, 129, 133, 129, 23, 127, 50]","[4, 2, 6, 6, 4, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 6, 4, 4, 4]"
1054,"[129, 39]","[6, 4]"
1055,"[129, 37]","[6, 4]"
1056,"[129, 30]","[6, 2]"
1057,"[129, 19, 86]","[6, 4, 2]"
1058,"[128, 129]","[4, 6]"
1059,"[104, 108, 138, 128, 13, 126, 88, 135, 39, 31, 129, 48, 93, 129]","[4, 4, 2, 4, 2, 2, 4, 6, 4, 2, 6, 6, 2, 6]"
1060,"[126, 129, 19]","[2, 6, 4]"
1061,"[129, 129, 80, 81]","[6, 6, 4, 4]"
1062,"[129, 104, 135, 129, 129, 126, 108, 129, 30, 129]","[6, 4, 6, 6, 6, 2, 4, 6, 2, 6]"
1063,"[129, 139]","[6, 4]"
1064,"[19, 129, 73]","[4, 6, 6]"
1065,"[129, 128]","[6, 4]"
1066,"[128, 129]","[4, 6]"
1067,"[31, 129]","[2, 6]"
1068,"[19, 129, 114, 39]","[4, 6, 4, 4]"
1069,"[37, 129]","[4, 6]"
1070,"[129, 31]","[6, 2]"
1071,"[66, 129, 127]","[4, 6, 4]"
1072,"[133, 129]","[4, 6]"
1073,"[85, 129, 129, 16]","[4, 6, 6, 2]"
1074,"[128, 129, 101, 133, 129, 100]","[4, 6, 4, 4, 6, 4]"
1075,"[129, 19]","[6, 4]"
1076,"[114, 133, 129]","[4, 4, 6]"
1077,"[129, 4, 129, 139, 66, 30]","[6, 4, 6, 4, 4, 2]"
1078,"[39, 129, 28]","[4, 6, 4]"
1079,"[114, 37, 129, 126]","[4, 4, 6, 2]"
1080,"[19, 129]","[4, 6]"
1081,"[101, 128, 129]","[4, 4, 6]"
1082,"[104, 129]","[4, 6]"
1083,"[129, 114]","[6, 4]"
1084,"[128, 135, 129]","[4, 6, 6]"
1085,"[114, 114, 129]","[4, 4, 6]"
1086,"[133, 4, 128, 129]","[4, 4, 4, 6]"
1087,"[129, 133]","[6, 4]"
1088,"[129, 127]","[6, 4]"
1089,"[48, 129]","[6, 6]"
1090,"[114, 133, 129]","[4, 4, 6]"
1091,"[133, 19, 129]","[4, 4, 6]"
1092,"[127, 128, 114, 129]","[4, 4, 4, 6]"
1093,"[129, 133]","[6, 4]"
1094,"[37, 129, 73]","[4, 6, 4]"
1095,"[128, 129]","[4, 6]"
1096,"[45, 69, 129]","[2, 2, 6]"
1097,"[129, 133, 66]","[6, 4, 4]"
1098,"[129, 39, 131]","[6, 4, 2]"
1099,"[129, 39]","[6, 4]"
1100,"[108, 129]","[4, 6]"
1101,"[43, 129, 138, 48]","[2, 6, 2, 6]"
1102,"[139, 59, 129, 115, 40, 68, 129, 98, 129, 114, 129, 124, 129]","[4, 4, 6, 4, 4, 4, 6, 2, 6, 4, 6, 4, 6]"
1103,"[133, 66, 129, 114]","[4, 4, 6, 4]"
1104,"[129, 66, 37]","[6, 4, 4]"
1105,"[129, 126, 129, 30, 86, 129, 86, 19]","[6, 2, 6, 2, 2, 6, 2, 4]"
1106,"[128, 19, 129, 28]","[4, 4, 6, 4]"
1107,"[22, 139, 129]","[6, 4, 6]"
1108,"[128, 129, 31, 129]","[4, 6, 2, 6]"
1109,"[129, 108]","[6, 4]"
1110,"[129, 128]","[6, 4]"
1111,"[131, 129]","[2, 6]"
1112,"[104, 80, 129]","[4, 4, 6]"
1113,"[129, 40, 23, 19, 100, 4, 139, 68, 79, 3, 69, 129, 129, 123, 43, 126, 129, 66, 129, 127, 56, 129, 54, 115]","[6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 6, 6, 2, 2, 2, 6, 4, 6, 4, 4, 6, 6, 4]"
1114,"[129, 127]","[6, 4]"
1115,"[33, 73, 129, 101]","[2, 4, 6, 4]"
1116,"[127, 129, 128, 100]","[4, 6, 4, 4]"
1117,"[19, 129]","[4, 6]"
1118,"[128, 129]","[4, 6]"
1119,"[80, 129, 129, 66, 129, 37]","[4, 6, 6, 4, 6, 4]"
1120,"[128, 66, 133, 129, 129, 97, 129, 76, 129, 86, 129, 57]","[4, 4, 4, 6, 6, 2, 6, 2, 6, 2, 6, 2]"
1121,"[114, 129]","[4, 6]"
1122,"[111, 73, 129]","[2, 6, 6]"
1123,"[69, 129, 46]","[2, 6, 2]"
1124,"[129, 19, 119]","[6, 4, 2]"
1125,"[23, 129, 127]","[4, 6, 4]"
1126,"[129, 66, 135, 33, 129]","[6, 4, 6, 2, 6]"
1127,"[129, 138]","[6, 2]"
1128,"[23, 129, 128, 129]","[4, 6, 4, 6]"
1129,"[129, 19]","[6, 4]"
1130,"[129, 128, 127]","[6, 4, 4]"
1131,"[129, 55, 129, 23]","[6, 2, 6, 4]"
1132,"[129, 135]","[6, 6]"
1133,"[129, 133, 127]","[6, 4, 4]"
1134,"[93, 129, 66, 81, 133, 86, 129]","[2, 6, 4, 4, 4, 2, 6]"
1135,"[135, 129, 127, 129, 129, 115]","[6, 6, 4, 6, 6, 4]"
1136,"[19, 129, 128]","[4, 6, 4]"
1137,"[129, 73]","[6, 4]"
1138,"[129, 19]","[6, 4]"
1139,"[129, 126, 128]","[6, 2, 4]"
1140,"[135, 129]","[6, 6]"
1141,"[45, 129]","[2, 6]"
1142,"[19, 129]","[4, 6]"
1143,"[19, 129]","[4, 6]"
1144,"[129, 127, 19]","[6, 4, 4]"
1145,"[129, 28]","[6, 4]"
1146,"[133, 129]","[4, 6]"
1147,"[128, 129, 114, 135, 66, 127]","[4, 6, 4, 6, 4, 4]"
1148,"[129, 133, 19]","[6, 4, 4]"
1149,"[129, 66]","[6, 4]"
1150,"[88, 23, 129, 66]","[4, 4, 6, 4]"
1151,"[114, 129]","[4, 6]"
1152,"[53, 129, 110, 138]","[2, 6, 2, 2]"
1153,"[129, 133]","[6, 4]"
1154,"[114, 133, 129, 133, 129]","[4, 4, 6, 4, 6]"
1155,"[135, 104, 129]","[6, 4, 6]"
1156,"[128, 129, 129, 128]","[4, 6, 6, 4]"
1157,"[129, 133]","[6, 4]"
1158,"[133, 23, 114, 66, 129]","[4, 4, 4, 4, 6]"
1159,"[129, 66]","[6, 4]"
1160,"[129, 101]","[6, 4]"
1161,"[28, 129, 55, 129, 129, 97]","[4, 6, 2, 6, 6, 2]"
1162,"[66, 129, 128, 129, 113, 129, 129, 109]","[4, 6, 4, 6, 2, 6, 6, 2]"
1163,"[129, 138]","[6, 2]"
1164,"[19, 129]","[4, 6]"
1165,"[128, 129, 19, 126, 129, 97, 28, 129]","[4, 6, 4, 2, 6, 2, 4, 6]"
1166,"[129, 138, 133]","[6, 2, 4]"
1167,"[129, 104]","[6, 4]"
1168,"[129, 133]","[6, 4]"
1169,"[128, 129]","[4, 6]"
1170,"[66, 129]","[4, 6]"
1171,"[19, 129, 80, 52, 129]","[4, 6, 4, 2, 6]"
1172,"[4, 129, 44, 108]","[4, 6, 0, 4]"
1173,"[66, 129, 19]","[4, 6, 4]"
1174,"[114, 45, 129]","[4, 4, 6]"
1175,"[128, 138, 129, 19, 129, 40]","[4, 2, 6, 4, 6, 4]"
1176,"[127, 129, 88, 128]","[4, 6, 4, 4]"
1177,"[31, 129]","[2, 6]"
1178,"[100, 129]","[4, 6]"
1179,"[19, 129, 128]","[4, 6, 4]"
1180,"[129, 133]","[6, 4]"
1181,"[129, 86, 33, 129, 126, 129]","[6, 2, 2, 6, 2, 6]"
1182,"[138, 129]","[2, 6]"
1183,"[129, 43, 19]","[6, 2, 4]"
1184,"[28, 128, 129]","[4, 4, 6]"
1185,"[129, 85, 39]","[6, 4, 4]"
1186,"[129, 128]","[6, 4]"
1187,"[133, 129, 89, 129]","[4, 6, 2, 6]"
1188,"[19, 129, 114, 129, 97]","[4, 6, 4, 6, 2]"
1189,"[19, 129, 17]","[4, 6, 4]"
1190,"[129, 128]","[6, 4]"
1191,"[129, 19]","[6, 4]"
1192,"[129, 133, 43]","[6, 4, 2]"
1193,"[129, 48]","[6, 6]"
1194,"[129, 133]","[6, 4]"
1195,"[129, 19]","[6, 4]"
1196,"[43, 129]","[2, 6]"
1197,"[129, 126, 86, 129]","[6, 2, 2, 6]"
1198,"[129, 128]","[6, 4]"
1199,"[138, 129]","[2, 6]"
1200,"[135, 138, 129]","[6, 2, 6]"
1201,"[101, 114, 129, 16, 129]","[4, 4, 6, 2, 6]"
1202,"[129, 127, 48, 129, 133, 54]","[6, 4, 6, 6, 4, 6]"
1203,"[129, 19]","[6, 4]"
1204,"[129, 128]","[6, 4]"
1205,"[133, 129, 66]","[4, 6, 4]"
1206,"[129, 88, 28]","[6, 4, 4]"
1207,"[129, 127, 114]","[6, 4, 4]"
1208,"[129, 127, 128]","[6, 4, 4]"
1209,"[129, 19, 129, 114]","[6, 4, 6, 4]"
1210,"[66, 129, 3, 126, 129]","[4, 6, 4, 2, 6]"
1211,"[129, 114]","[6, 4]"
1212,"[31, 129]","[2, 6]"
1213,"[19, 129]","[4, 6]"
1214,"[13, 129]","[2, 6]"
1215,"[4, 128, 23, 101, 129]","[4, 4, 4, 4, 6]"
1216,"[129, 126, 30, 43, 33, 111, 129, 69, 103, 129, 120, 127, 124, 129, 54, 110, 50, 23, 115, 118, 54, 114, 129, 141, 129, 126, 76, 48]","[6, 2, 2, 2, 2, 2, 6, 2, 2, 6, 5, 4, 4, 6, 6, 2, 4, 4, 4, 4, 6, 4, 6, 4, 6, 2, 2, 2]"
1217,"[114, 127, 129, 39, 133, 114, 129, 129, 22]","[4, 4, 6, 4, 4, 4, 6, 6, 2]"
1218,"[129, 133]","[6, 4]"
1219,"[66, 129]","[4, 6]"
1220,"[133, 129]","[4, 6]"
1221,"[129, 73, 37]","[6, 4, 4]"
1222,"[30, 138, 76, 129]","[2, 2, 2, 6]"
1223,"[133, 129]","[4, 6]"
1224,"[129, 4]","[6, 4]"
1225,"[129, 37, 103, 129]","[6, 4, 2, 6]"
1226,"[129, 48, 43, 128, 129, 118, 127, 100]","[6, 6, 2, 4, 6, 4, 4, 4]"
1227,"[19, 129, 129, 139, 66]","[4, 6, 6, 4, 4]"
1228,"[129, 55]","[6, 2]"
1229,"[129, 19, 128]","[6, 4, 4]"
1230,"[128, 129, 45, 114]","[4, 6, 4, 4]"
1231,"[66, 129]","[4, 6]"
1232,"[85, 128, 129]","[4, 4, 6]"
1233,"[129, 114]","[6, 4]"
1234,"[129, 80, 81, 37]","[6, 4, 4, 4]"
1235,"[129, 138]","[6, 2]"
1236,"[128, 127, 129]","[4, 4, 6]"
1237,"[129, 128]","[6, 4]"
1238,"[129, 80, 126, 129, 129, 19, 129]","[6, 4, 2, 6, 6, 4, 6]"
1239,"[126, 129]","[2, 6]"
1240,"[19, 129]","[4, 6]"
1241,"[128, 135, 129]","[4, 6, 6]"
1242,"[129, 39, 129, 19]","[6, 4, 6, 4]"
1243,"[4, 128, 66, 129]","[4, 4, 4, 6]"
1244,"[129, 22, 43, 129]","[6, 6, 2, 6]"
1245,"[129, 73, 139, 28, 66]","[6, 4, 4, 4, 4]"
1246,"[127, 129]","[4, 6]"
1247,"[139, 129]","[4, 6]"
1248,"[129, 138, 118, 135, 129]","[6, 2, 4, 4, 6]"
1249,"[40, 135, 108, 129]","[4, 6, 4, 6]"
1250,"[129, 19]","[6, 4]"
1251,"[80, 129, 30]","[4, 6, 2]"
1252,"[67, 139, 129]","[2, 4, 6]"
1253,"[129, 19, 51]","[6, 4, 6]"
1254,"[129, 31, 43, 129]","[6, 2, 2, 6]"
1255,"[129, 80]","[6, 4]"
1256,"[129, 43]","[6, 2]"
1257,"[85, 129, 88, 129, 128, 129, 119, 129, 114, 66, 39, 129, 70, 129, 67, 126, 129, 138, 129, 89, 114, 129, 129, 114, 127, 129, 114, 129, 129, 130, 39, 129, 85, 129, 101, 66, 129, 54, 129, 127]","[4, 6, 4, 6, 4, 6, 2, 6, 4, 4, 4, 6, 2, 6, 2, 2, 6, 2, 6, 2, 4, 6, 6, 4, 4, 6, 4, 6, 6, 2, 4, 6, 4, 6, 4, 4, 6, 6, 6, 4]"
1258,"[19, 129, 128]","[4, 6, 4]"
1259,"[129, 114]","[6, 4]"
1260,"[30, 108, 129]","[2, 4, 6]"
1261,"[129, 19]","[6, 4]"
1262,"[3, 19, 129]","[4, 4, 6]"
1263,"[66, 4, 129]","[4, 4, 6]"
1264,"[19, 129]","[4, 6]"
1265,"[131, 30, 129]","[2, 2, 6]"
1266,"[138, 129]","[2, 6]"
1267,"[139, 129]","[4, 6]"
1268,"[129, 86]","[6, 2]"
1269,"[129, 127, 129, 126]","[6, 4, 6, 2]"
1270,"[129, 27, 132]","[6, 5, 5]"
1271,"[129, 63]","[6, 0]"
1272,"[129, 133]","[6, 4]"
1273,"[30, 129]","[2, 6]"
1274,"[129, 139, 13]","[6, 4, 2]"
1275,"[33, 129]","[2, 6]"
1276,"[37, 133, 129, 60, 129]","[4, 4, 6, 4, 6]"
1277,"[110, 129]","[2, 6]"
1278,"[3, 129]","[4, 6]"
1279,"[129, 104]","[6, 4]"
1280,"[129, 45, 73]","[6, 4, 4]"
1281,"[28, 133, 129, 114, 129, 129, 39, 55, 129]","[4, 4, 6, 4, 6, 6, 4, 2, 6]"
1282,"[129, 37, 19]","[6, 4, 4]"
1283,"[100, 108, 129]","[4, 4, 6]"
1284,"[129, 127]","[6, 4]"
1285,"[129, 28]","[6, 4]"
1286,"[114, 129]","[4, 6]"
1287,"[129, 19]","[6, 4]"
1288,"[129, 19, 39]","[6, 4, 4]"
1289,"[129, 28]","[6, 4]"
1290,"[135, 129, 108]","[6, 6, 4]"
1291,"[129, 39]","[6, 4]"
1292,"[129, 19, 129, 3]","[6, 4, 6, 4]"
1293,"[127, 129, 128, 31, 129, 129, 34]","[4, 6, 4, 2, 6, 6, 1]"
1294,"[126, 129]","[2, 6]"
1295,"[66, 37, 129]","[4, 4, 6]"
1296,"[128, 129]","[4, 6]"
1297,"[135, 128, 129, 129, 43, 127, 139, 128, 133, 129, 17]","[6, 4, 6, 6, 2, 4, 4, 4, 4, 6, 4]"
1298,"[114, 129]","[4, 6]"
1299,"[129, 66]","[6, 4]"
1300,"[133, 129]","[4, 6]"
1301,"[129, 80]","[6, 4]"
1302,"[114, 111, 45, 129, 111, 129]","[4, 2, 4, 6, 2, 6]"
1303,"[135, 129]","[6, 6]"
1304,"[129, 114]","[6, 4]"
1305,"[133, 114, 129]","[4, 4, 6]"
1306,"[104, 128, 129, 129, 4, 108, 129, 138]","[4, 4, 6, 6, 4, 4, 6, 2]"
1307,"[108, 39, 133, 129, 133, 129]","[4, 4, 4, 6, 4, 6]"
1308,"[129, 128, 133]","[6, 4, 4]"
1309,"[19, 129]","[4, 6]"
1310,"[133, 129]","[4, 6]"
1311,"[110, 133, 129]","[2, 4, 6]"
1312,"[129, 133, 126]","[6, 4, 2]"
1313,"[108, 114, 4, 129, 28, 19]","[4, 4, 4, 6, 4, 4]"
1314,"[128, 114, 129, 104]","[4, 4, 6, 4]"
1315,"[114, 129]","[4, 6]"
1316,"[104, 128, 129]","[4, 4, 6]"
1317,"[129, 133, 19]","[6, 4, 4]"
1318,"[133, 127, 129]","[4, 4, 6]"
1319,"[126, 129, 59, 133, 89]","[2, 6, 4, 4, 2]"
1320,"[66, 85, 129]","[4, 4, 6]"
1321,"[129, 108, 33, 129, 86, 129, 13]","[6, 4, 2, 6, 2, 6, 2]"
1322,"[108, 129]","[4, 6]"
1323,"[129, 135, 108, 129, 55]","[6, 6, 4, 6, 2]"
1324,"[129, 133]","[6, 4]"
1325,"[129, 128]","[6, 4]"
1326,"[89, 129, 129, 126]","[2, 6, 6, 2]"
1327,"[129, 37, 129, 111]","[6, 4, 6, 2]"
1328,"[19, 129]","[4, 6]"
1329,"[37, 129]","[4, 6]"
1330,"[45, 129, 73]","[4, 6, 4]"
1331,"[129, 133, 124, 54, 129]","[6, 4, 4, 6, 6]"
1332,"[129, 133, 126, 129]","[6, 4, 2, 6]"
1333,"[129, 34, 129, 53]","[6, 1, 6, 2]"
1334,"[45, 129, 59]","[4, 6, 4]"
1335,"[37, 129, 3, 45, 114]","[4, 6, 4, 4, 4]"
1336,"[129, 39]","[6, 4]"
1337,"[129, 80, 133, 101]","[6, 4, 4, 4]"
1338,"[129, 43]","[6, 2]"
1339,"[129, 133, 45, 114, 129, 126, 93, 129]","[6, 4, 4, 4, 6, 2, 2, 6]"
1340,"[37, 129]","[4, 6]"
1341,"[129, 66, 97, 129]","[6, 4, 2, 6]"
1342,"[114, 129, 16]","[4, 6, 2]"
1343,"[129, 104]","[6, 4]"
1344,"[129, 89]","[6, 2]"
1345,"[114, 128, 129]","[4, 4, 6]"
1346,"[129, 138]","[6, 2]"
1347,"[39, 129]","[4, 6]"
1348,"[129, 126, 22]","[6, 2, 6]"
1349,"[129, 19]","[6, 4]"
1350,"[128, 129]","[4, 6]"
1351,"[129, 133]","[6, 4]"
1352,"[66, 39, 129]","[4, 4, 6]"
1353,"[28, 129]","[4, 6]"
1354,"[128, 129]","[4, 6]"
1355,"[59, 73, 79, 68, 129, 76, 129]","[4, 4, 4, 4, 6, 2, 6]"
1356,"[129, 127]","[6, 4]"
1357,"[129, 66]","[6, 4]"
1358,"[129, 97, 129, 43]","[6, 2, 6, 2]"
1359,"[129, 104]","[6, 4]"
1360,"[85, 129]","[4, 6]"
1361,"[66, 129]","[4, 6]"
1362,"[129, 133, 100]","[6, 4, 4]"
1363,"[129, 104]","[6, 4]"
1364,"[127, 129]","[4, 6]"
1365,"[53, 129]","[2, 6]"
1366,"[19, 129]","[4, 6]"
1367,"[37, 129]","[4, 6]"
1368,"[133, 129]","[4, 6]"
1369,"[129, 138]","[6, 2]"
1370,"[129, 19]","[6, 4]"
1371,"[129, 128]","[6, 4]"
1372,"[30, 129]","[2, 6]"
1373,"[114, 129, 37]","[4, 6, 4]"
1374,"[129, 133]","[6, 4]"
1375,"[129, 19]","[6, 4]"
1376,"[129, 69]","[6, 2]"
1377,"[59, 129]","[4, 6]"
1378,"[114, 129]","[4, 6]"
1379,"[104, 129]","[4, 6]"
1380,"[45, 133, 129]","[4, 4, 6]"
1381,"[129, 114, 28, 127]","[6, 4, 4, 4]"
1382,"[129, 104, 129, 69]","[6, 4, 6, 2]"
1383,"[127, 129, 128]","[4, 6, 4]"
1384,"[129, 88]","[6, 4]"
1385,"[129, 128, 129, 118, 101, 129]","[6, 4, 6, 4, 4, 6]"
1386,"[13, 129]","[2, 6]"
1387,"[128, 108, 129, 129, 135, 138, 53, 129, 129, 43, 133, 118, 37, 127, 129]","[4, 4, 6, 6, 6, 2, 2, 6, 6, 2, 4, 4, 4, 4, 6]"
1388,"[129, 127, 129, 126]","[6, 4, 6, 2]"
1389,"[129, 126]","[6, 2]"
1390,"[104, 129]","[4, 6]"
1391,"[133, 129]","[4, 6]"
1392,"[129, 126]","[6, 2]"
1393,"[114, 129]","[4, 6]"
1394,"[129, 133, 67]","[6, 4, 2]"
1395,"[127, 129]","[4, 6]"
1396,"[129, 70]","[6, 2]"
1397,"[129, 128]","[6, 4]"
1398,"[129, 73]","[6, 6]"
1399,"[126, 129, 43, 129, 43, 126, 123, 6, 129]","[2, 6, 2, 6, 2, 2, 2, 2, 6]"
1400,"[104, 129, 129, 93, 89, 129]","[4, 6, 6, 2, 2, 6]"
1401,"[129, 128]","[6, 4]"
1402,"[129, 88]","[6, 4]"
1403,"[53, 129]","[2, 6]"
1404,"[129, 133]","[6, 4]"
1405,"[73, 129, 133, 6, 129, 129, 67]","[4, 6, 4, 2, 6, 6, 2]"
1406,"[81, 129]","[4, 6]"
1407,"[33, 129, 129, 33]","[2, 6, 6, 2]"
1408,"[129, 138]","[6, 2]"
1409,"[129, 131]","[6, 2]"
1410,"[129, 66]","[6, 4]"
1411,"[129, 119]","[6, 2]"
1412,"[129, 126]","[6, 2]"
1413,"[34, 129, 129, 17, 101]","[6, 6, 6, 6, 6]"
1414,"[69, 129, 43, 129, 85]","[2, 6, 2, 6, 4]"
1415,"[128, 129, 114, 129]","[4, 6, 4, 6]"
1416,"[73, 129, 126]","[6, 6, 2]"
1417,"[127, 129]","[4, 6]"
1418,"[129, 114]","[6, 4]"
1419,"[129, 73]","[6, 4]"
1420,"[98, 16, 129]","[2, 2, 6]"
1421,"[129, 16]","[6, 2]"
1422,"[17, 129, 76, 131]","[4, 6, 2, 2]"
1423,"[133, 129]","[4, 6]"
1424,"[129, 23]","[6, 4]"
1425,"[128, 129, 50, 129, 54, 129, 50, 54]","[4, 6, 4, 6, 6, 6, 4, 6]"
1426,"[129, 28, 37, 129]","[6, 4, 4, 6]"
1427,"[126, 129]","[2, 6]"
1428,"[126, 129]","[2, 6]"
1429,"[19, 129]","[4, 6]"
1430,"[85, 129, 101]","[4, 6, 4]"
1431,"[129, 114]","[6, 4]"
1432,"[129, 129, 104, 129]","[6, 6, 4, 6]"
1433,"[39, 129]","[4, 6]"
1434,"[129, 73]","[6, 4]"
1435,"[129, 128]","[6, 4]"
1436,"[129, 19]","[6, 4]"
1437,"[129, 28]","[6, 4]"
1438,"[129, 66]","[6, 4]"
1439,"[126, 129]","[2, 6]"
1440,"[128, 13, 40, 17, 129]","[4, 2, 4, 4, 6]"
1441,"[129, 28]","[6, 4]"
1442,"[133, 129]","[4, 6]"
1443,"[108, 133, 129]","[4, 4, 6]"
1444,"[129, 128, 126, 129]","[6, 4, 2, 6]"
1445,"[88, 129]","[4, 6]"
1446,"[129, 17]","[6, 4]"
1447,"[17, 129]","[4, 6]"
1448,"[129, 138]","[6, 2]"
1449,"[129, 135]","[6, 6]"
1450,"[66, 129, 129, 100, 129, 108]","[4, 6, 6, 4, 6, 4]"
1451,"[129, 39, 85]","[6, 4, 4]"
1452,"[129, 114]","[6, 4]"
1453,"[135, 129, 133, 28]","[6, 6, 4, 4]"
1454,"[28, 129, 129, 133, 60, 129]","[4, 6, 6, 4, 4, 6]"
1455,"[129, 104]","[6, 4]"
1456,"[129, 118]","[6, 4]"
1457,"[89, 129]","[2, 6]"
1458,"[129, 135]","[6, 6]"
1459,"[66, 108, 129, 19]","[4, 4, 6, 4]"
1460,"[129, 13, 101, 88, 85, 129, 17]","[6, 2, 4, 4, 4, 6, 4]"
1461,"[76, 129, 138, 129]","[2, 6, 2, 6]"
1462,"[108, 45, 129, 3, 128]","[4, 4, 6, 4, 4]"
1463,"[127, 129, 80]","[4, 6, 4]"
1464,"[19, 129]","[4, 6]"
1465,"[104, 129]","[4, 6]"
1466,"[129, 114]","[6, 4]"
1467,"[129, 128]","[6, 4]"
1468,"[129, 16]","[6, 2]"
1469,"[133, 129, 81, 129]","[4, 6, 4, 6]"
1470,"[112, 129, 129, 43, 22, 129]","[2, 6, 6, 2, 2, 6]"
1471,"[28, 129]","[4, 6]"
1472,"[129, 48]","[6, 6]"
1473,"[138, 129]","[2, 6]"
1474,"[37, 129]","[4, 6]"
1475,"[97, 129, 129, 128, 129, 106]","[2, 6, 6, 4, 6, 5]"
1476,"[129, 55]","[6, 2]"
1477,"[133, 129]","[4, 6]"
1478,"[129, 80]","[6, 4]"
1479,"[138, 129, 126, 129, 129, 111, 117, 129, 138]","[2, 6, 2, 6, 6, 2, 1, 6, 2]"
1480,"[129, 114]","[6, 4]"
1481,"[126, 129]","[2, 6]"
1482,"[129, 13]","[6, 2]"
1483,"[129, 128]","[6, 4]"
1484,"[133, 129, 108]","[4, 6, 4]"
1485,"[126, 129]","[2, 6]"
1486,"[133, 129, 129]","[4, 6, 6]"
1487,"[129, 133]","[6, 4]"
1488,"[129, 31]","[6, 2]"
1489,"[128, 129, 129, 80]","[4, 6, 6, 4]"
1490,"[66, 114, 133, 129]","[4, 4, 4, 6]"
1491,"[114, 129]","[4, 6]"
1492,"[129, 127]","[6, 4]"
1493,"[129, 133, 66]","[6, 4, 4]"
1494,"[129, 133]","[6, 4]"
1495,"[133, 129]","[4, 6]"
1496,"[129, 37, 129, 111]","[6, 4, 6, 2]"
1497,"[129, 114]","[6, 4]"
1498,"[104, 129]","[4, 6]"
1499,"[37, 129, 129, 31, 86, 129, 55, 129, 129, 55, 46, 129, 57, 129, 69, 129]","[4, 6, 6, 2, 2, 6, 2, 6, 6, 2, 2, 6, 2, 6, 2, 6]"
1500,"[126, 129]","[2, 6]"
1501,"[126, 129, 100]","[2, 6, 4]"
1502,"[129, 17]","[6, 4]"
1503,"[104, 129]","[4, 6]"
1504,"[39, 129, 133, 88, 104]","[4, 6, 4, 4, 4]"
1505,"[129, 128]","[6, 4]"
1506,"[129, 129, 133]","[6, 6, 4]"
1507,"[85, 129, 127, 129]","[4, 6, 4, 6]"
1508,"[129, 80, 81]","[6, 4, 4]"
1509,"[129, 133]","[6, 4]"
1510,"[93, 97, 129]","[2, 2, 6]"
1511,"[114, 129, 129, 126]","[4, 6, 6, 2]"
1512,"[133, 129]","[4, 6]"
1513,"[28, 135, 129]","[4, 6, 6]"
1514,"[19, 129]","[4, 6]"
1515,"[133, 129]","[4, 6]"
1516,"[129, 45]","[6, 2]"
1517,"[133, 28, 28, 129]","[4, 4, 4, 6]"
1518,"[133, 129]","[4, 6]"
1519,"[127, 128, 129]","[4, 4, 6]"
1520,"[114, 129, 133, 129]","[4, 6, 4, 6]"
1521,"[127, 129]","[4, 6]"
1522,"[129, 23]","[6, 4]"
1523,"[37, 129]","[4, 6]"
1524,"[19, 129]","[4, 6]"
1525,"[135, 129]","[6, 6]"
1526,"[30, 129, 39]","[2, 6, 4]"
1527,"[127, 129]","[4, 6]"
1528,"[129, 37]","[6, 4]"
1529,"[129, 133]","[6, 4]"
1530,"[133, 129, 127, 129]","[4, 6, 4, 6]"
1531,"[19, 129]","[4, 6]"
1532,"[129, 129, 43]","[6, 6, 2]"
1533,"[129, 66]","[6, 4]"
1534,"[129, 114]","[6, 4]"
1535,"[86, 129]","[2, 6]"
